9.700137883826618346e-01,1.381893787412070140e-01,1.999423565696772098e-01
1.276743288122247078e-01,1.400781643735331816e-01,9.818744184609808912e-01
6.620093633813836087e-01,2.821574255484607385e-01,6.943563854413956626e-01
9.898095905586471455e-01,4.988567503282526766e-02,1.333731377176177457e-01
7.539143305600903844e-01,1.168131934983660664e-01,6.465043387331935731e-01
3.086854143059373223e-01,7.729923793404408494e-01,5.542527370039556089e-01
3.870686977599894774e-01,7.298809822578603557e-01,5.634284115597001374e-01
4.200229827930004323e-01,6.157416319048369946e-01,6.666655358310035195e-01
2.019227484981536980e-01,9.689448507253041187e-01,1.427342982323082932e-01
7.756922375505370670e-01,6.174105968531919952e-01,1.307887896466150557e-01
8.145486885814732236e-01,5.374517263523476140e-01,2.183027159040474841e-01
6.432693525728924167e-01,3.313399769527060057e-01,6.902306568919061025e-01
6.003114300337736298e-01,7.155454074954944454e-01,3.572407546500157016e-01
3.085164362691089970e-02,9.303511797762875624e-01,3.653694819964961038e-01
4.525575876487619165e-01,6.053794175271252076e-01,6.547575052613384683e-01
4.729117398452003518e-01,8.559969903218258569e-01,2.088627273511517446e-01
2.951013700048578103e-01,1.826261587462418845e-01,9.378501306514001046e-01
2.087112308872343669e-01,9.458345733471136274e-01,2.486696241257038142e-01
3.979047135625182752e-01,2.571661415312171961e-01,8.806460211541730088e-01
7.334710470318769882e-02,7.814456142984003151e-01,6.196474434107310802e-01
9.769463784722368094e-02,3.330570345667957510e-01,9.378319516104535181e-01
8.560233868890005926e-01,5.130131342529672400e-01,6.357267638719847624e-02
5.719318384646915332e-01,6.287134311189040980e-01,5.268903051690105865e-01
6.643653597538201616e-01,1.532947020340747757e-01,7.315185596329469853e-01
9.941469085714207399e-01,7.134758855978332037e-02,8.112611037508805911e-02
6.946760559382918476e-01,1.325906105927703305e-01,7.069971055730392973e-01
8.743629603385003057e-02,3.535673325682945345e-01,9.313136074794686747e-01
2.085747668574280955e-01,5.985390449514651490e-01,7.734646587265363582e-01
8.574731886490641886e-01,5.008034631623220490e-01,1.180492356291690942e-01
5.460618781723075577e-01,2.782193176431274617e-01,7.901964543688642095e-01
9.772090533698233328e-01,2.113254710646522150e-01,2.010003212326956501e-02
1.150216052270851691e-01,7.775857273169526351e-01,6.181670219317352277e-01
3.640083404630138353e-01,1.362455526967976949e-01,9.213767293803912795e-01
3.434645912657670608e-01,8.207729541400539119e-01,4.564688733077522098e-01
5.008721827460567155e-01,5.563543180840359037e-01,6.630210624862894475e-01
3.568045448623105020e-01,3.240623961933588593e-01,8.761701205468136466e-01
3.722511090440007164e-01,1.548277287731318619e-01,9.151270328312157698e-01
7.075983409797166335e-01,6.151787437126116087e-01,3.476488186761542698e-01
3.714566847970894869e-01,7.688173725187920082e-01,5.205187595398047540e-01
4.290694802262781660e-01,5.889030411380935526e-01,6.849033430175796022e-01
7.016515050805287590e-01,2.894696317820336651e-01,6.510702709341001926e-01
3.297456441429604257e-01,5.331907635380607191e-01,7.790862724027706188e-01
2.309016234540954213e-02,1.980204003874814767e-01,9.799258979296568972e-01
4.955219902652345243e-01,3.617634833598819544e-01,7.896740715452833514e-01
8.109705153135284839e-01,3.492026322337083433e-01,4.694511102693863513e-01
5.853401992137664545e-01,7.883015449052197532e-01,1.896246963990495249e-01
9.699550618419099379e-01,1.582675991973968993e-02,2.427688029333664177e-01
8.968934698611611411e-01,1.136758742812502415e-01,4.273872942973382938e-01
