2.333601477141612479e-01,4.394396720274955648e-01,5.921117692065018812e-01,1.996506063724333147e-01,3.376592519021797134e-01,1.081277028533585011e-01,4.860799663943927706e-01
7.068426442649764496e-01,1.177707402492679523e-01,3.901919578061164261e-03,2.114833567017570040e-02,6.196535646363126038e-01,2.028913820538226498e-01,2.467905971333272941e-01
4.291007041725597437e-01,1.142899501737524304e-01,1.266868666702156421e-01,3.252925736129185230e-01,8.024358865679285246e-01,1.740883751124956413e-01,8.206983570164594344e-02
5.010106050428582147e-01,4.522873608263661138e-01,5.145914067514854862e-02,3.271245833521160828e-01,1.427520491388471480e-01,5.584148204394182580e-01,3.202510288184283183e-01
3.467830518116198357e-01,1.774443847896901572e-01,1.253104227326328618e-02,2.315975945519864743e-01,7.533295073276146114e-01,4.363200170088872287e-01,1.912590615029913232e-01
4.599151464321842298e-01,1.194210393941887716e-01,4.249611070495502574e-01,3.448989339029037149e-01,6.201185701362268293e-02,4.213452331588388167e-01,5.415645671609073952e-01
6.145975716178323500e-01,2.544104844572656066e-01,6.460162656851706764e-01,2.787052587625812178e-02,2.927900484446150919e-01,1.022998198683150589e-01,2.079424992731425947e-01
3.979087063827816961e-01,6.616590859614757125e-01,1.765582905738110053e-01,4.202923803417974447e-01,3.533204802134935485e-01,2.664311926902989125e-01,1.537719834744237166e-02
2.430636981449554868e-01,1.414701163524342553e-01,4.249062513656484685e-01,2.144122587208447950e-01,7.453251624902723638e-01,8.818864967756699647e-02,3.620793696288717167e-01
3.481776578142012357e-01,2.130600290250110884e-01,6.698915188559686484e-01,2.972509975697997242e-01,3.111129829358053600e-01,2.127068326124910772e-02,4.461179327508204007e-01
4.960603768188150825e-02,1.015363581512517821e-01,2.774345285453229670e-01,3.040338812290172554e-01,7.841320426183832071e-01,2.540890709414582171e-01,3.720198572680863403e-01
2.985564508671739725e-01,5.458074563576948979e-01,6.475070280877127660e-01,6.862309729241844458e-02,1.797714274765066511e-01,8.700737703515681876e-02,3.861291694879760983e-01
6.007647189324987202e-01,3.037876153191163553e-01,1.216109074133509514e-02,5.782188153946716813e-01,4.537501599758743676e-01,6.216651930604704529e-02,5.055752030591675189e-02
7.944322952056598330e-01,1.679054826660617561e-01,6.045351768993340730e-02,3.383912222336659115e-01,6.699881128157506027e-02,4.564994726909058498e-01,9.818971870233506039e-02
6.710528815406718861e-01,3.804599858778792698e-01,8.076230120558874903e-02,4.252367050769356172e-01,7.449736412128950963e-03,4.285951724541340324e-01,1.839567999761226591e-01
1.368818774671914651e-01,3.270509107221991271e-03,5.751010875502500230e-01,3.524809226543212382e-01,2.746186832115124488e-01,4.357265765777649791e-01,5.108772092680494703e-01
2.449998948311712943e-01,3.339429102551044748e-01,3.732069362393973799e-01,5.441942459426728496e-01,3.873350036985061945e-02,5.751480238545871870e-01,2.464363127747540572e-01
7.127371893078268128e-01,4.444834710874994710e-01,7.766756913841055265e-02,2.159293568321166978e-01,3.043483267857044483e-01,3.341048543939346138e-01,1.937226025091945691e-01
3.052673601500157166e-02,4.438576235662759495e-01,4.039725204655580937e-01,5.536695856472219068e-01,5.099768508841603376e-01,2.177233788307048057e-01,1.575908084284187993e-01
2.198352554853382768e-01,4.722276827111613340e-01,6.412341586653573788e-01,6.643848525147613704e-02,4.720664669088567855e-01,2.955608090303996072e-01,5.362104578100369140e-02
1.227594787894979445e-01,8.423461959281117184e-02,5.594021977663223844e-01,4.444616045085736378e-01,6.381844783375958952e-02,4.277849142314130715e-01,5.294194701306045303e-01
2.386290515400992240e-01,4.728818809466918127e-01,4.887334727383310824e-03,4.884099804377193821e-01,6.281143460803289003e-01,2.863319112532654587e-01,6.600842558047839703e-02
2.431413848525502408e-01,6.052994538311323724e-02,2.948828765320213319e-01,8.157470824843658930e-01,2.097588690292258307e-01,3.492600529196160375e-01,1.372509072047043144e-01
3.546771205814208128e-01,9.661599043452365199e-02,6.886131248413280836e-01,2.088707158646255224e-01,2.182369504542664707e-01,3.839897372993466007e-01,3.898448332145614814e-01
6.523022688834976268e-01,5.895219957737236616e-01,2.277577080901773410e-01,1.679291102634936361e-01,2.628500571116733076e-01,2.858822691090568899e-02,2.774605694481798723e-01
6.173645897915005509e-01,3.301312529177872213e-01,2.756787227687422237e-01,9.615214263949704507e-03,5.019552332937922134e-01,3.949080122578145779e-01,1.608468657118126144e-01
1.682078085635856368e-01,6.342461915104694592e-01,3.367824939676077323e-01,3.525721550473320254e-01,1.488114802435830941e-01,5.469699255034936591e-01,1.019184619063472907e-01
3.340046847725234302e-01,1.681357068132161570e-01,9.383561226310184467e-02,3.819363500925734289e-01,4.071403170154277995e-01,6.654903462036346196e-02,7.316411314608236571e-01
6.160500924761527081e-02,3.242450999891670071e-01,3.837075119609307805e-01,5.685633056679867403e-01,6.122216943931435562e-01,2.109206545683937617e-01,3.565564572530496162e-02
5.188004548846687491e-01,1.574483353511255401e-01,6.474298342683364460e-01,2.296708927580723147e-01,1.322221643592830752e-02,4.749568339988796684e-01,9.155970323175367798e-02
4.633381919131221438e-01,4.309679689553220228e-01,6.108223145753894912e-01,3.247379003439109235e-01,6.343329794216615025e-02,2.976569000434250434e-01,1.685298558562078330e-01
5.072336978509380673e-02,6.824603857651424799e-02,6.953153524074090486e-02,5.877823666575586747e-01,3.757137018034285847e-02,7.532242416391951023e-01,2.714562708422726400e-01
1.869228775672499704e-02,6.048274304707595972e-01,2.083877789388333679e-01,4.694151453581731359e-01,9.969841997735412464e-02,5.110751695411183126e-01,3.145166589521128375e-01
2.450074248825269141e-01,4.180177802126375242e-01,8.455971648981310818e-01,9.870914079054406154e-02,1.022838140756906627e-01,1.724041410947149966e-01,1.640947685608171516e-02
6.744272814218521539e-01,3.015062964036749338e-01,3.352869390581811326e-01,5.024868389640964050e-01,2.383542264877749062e-01,1.172228659477166646e-01,1.370310289027748818e-01
3.884880622256117050e-02,1.641188210317659144e-02,2.165595424028691485e-01,2.742901995709263741e-01,7.783309404222178429e-01,1.879658326412133318e-01,4.847247304764591980e-01
2.598441723150508031e-01,1.778984406877769375e-01,5.408262428926887688e-01,1.725454637741130615e-01,2.268569799495893935e-02,6.435746230426966363e-01,4.048027328542271319e-01
2.598687587386956377e-01,1.996410945808754500e-01,5.578332308063007616e-01,4.774519582705286647e-01,2.017361322855600325e-01,2.637046043410019580e-01,4.931894061289434084e-01
7.555249864252895353e-01,1.950128370933095281e-02,3.117970275108929434e-01,2.441973194809796133e-01,1.159762028419395949e-02,3.821516179958557857e-01,3.546513974050060081e-01
4.441638942402807433e-01,5.177576504873238061e-01,8.120325714765852521e-02,3.775831553243409744e-02,4.752715554282062049e-01,1.598197779836968424e-01,5.245954424297019081e-01
9.477753337766865738e-02,2.059312615915231681e-01,4.604270334313523283e-01,3.273671448978439646e-01,6.771057919308016704e-01,5.747690940826127859e-02,4.094769656669874913e-01
1.223151681407980184e-03,4.151129500042360920e-01,1.853142861077277381e-01,7.112858402747334052e-01,3.087840963106481262e-01,3.759611516758135652e-01,2.252030322264928219e-01
1.470359986573287030e-02,2.306189981815953416e-01,2.996744953117531085e-01,4.916834022142477223e-01,1.757036675726798836e-01,6.939029790038961920e-01,3.204187691231615287e-01
3.333590294538255061e-01,5.531177849015116443e-01,1.932919483081089185e-01,2.658620773251563763e-01,3.855388515873993394e-02,6.670392991227802604e-01,1.687015809997444715e-01
8.625202997126740767e-02,1.927886668578246421e-01,5.240572920243748989e-01,1.608987016509175472e-01,5.720550023895187852e-01,9.953986088019470269e-02,5.636608644186907879e-01
7.897996321151808108e-02,3.994713232291932647e-01,2.401440592319890044e-01,5.178213586403163093e-01,1.208268694064378590e-01,1.732368699659922462e-01,6.810040772226918504e-01
3.421421695724957135e-01,4.965754194484175293e-02,1.911676527270020631e-01,1.754685067388933872e-01,5.124108105590383655e-01,6.920306509182879706e-01,2.677075558024707980e-01
4.933882261431772609e-02,2.616417593351437754e-01,2.847335530806888171e-01,2.112375743180744947e-01,3.535943829439175956e-01,9.019582111050465645e-02,8.186882724859433358e-01
1.027597645461434811e-01,4.351485340108917077e-01,4.884708876920252352e-01,9.868356542661188557e-02,5.043069153407333527e-01,2.470384159623928155e-01,4.862000474176813580e-01
2.900068706455494194e-01,1.190688413711555038e-01,1.214894978713787904e-01,3.072113023627693895e-01,2.242497029700163402e-01,6.567292103347026622e-01,5.576728060533837628e-01
7.263046730746165469e-01,1.074247002476199225e-01,3.441047648868184594e-01,3.393826208043183024e-01,1.819022060415919073e-01,2.985042938030351700e-01,3.242831743140808798e-01
5.300537445249492441e-02,1.575901956794029946e-01,4.576719924490527669e-01,7.244026284834341745e-01,3.598545311233191657e-01,2.730500586484667092e-01,1.846112715436659668e-01
5.680793958708209995e-02,6.183217998897420076e-01,3.224140952970060425e-01,2.777110644910660286e-01,3.324010930551538623e-01,5.200518802890271575e-01,2.289809615178053370e-01
8.688473027353940670e-02,1.990761350553141573e-01,4.558337138104189695e-02,8.041036758605746293e-01,1.201742801840183748e-02,5.513155591702565417e-01,8.118279275331331465e-03
5.018318361544540362e-01,6.387342402099789075e-03,3.962337888659394625e-01,4.883313894888870466e-01,4.263806493698934358e-02,2.591211136012162158e-02,5.917480938566445081e-01
1.209474087250230062e-01,1.319490840606371285e-01,1.042884792104919051e-01,1.839867931210315832e-01,2.498009512172803259e-01,1.811765164331539391e-01,9.099497190852643413e-01
3.043972552716062707e-01,3.513528977478118098e-01,4.836273535187708417e-01,2.119794881064132053e-01,3.684310843837497740e-01,1.042709106509252942e-01,5.987059754418208035e-01
1.792221216969394973e-02,8.555271470409535617e-01,1.483175377787841753e-01,1.581293562568358291e-01,7.798814778879445408e-02,3.871264650728334367e-01,2.545585561489420723e-01
5.452237615524181506e-03,7.275391226414261447e-03,8.665362977713365888e-02,4.266861817846653165e-02,9.927338626022509382e-01,1.605699555105339835e-02,6.935077644383599860e-02
4.094549608462938473e-01,1.314087981518244352e-01,3.244393275313918745e-01,1.413092416835281528e-01,8.086414702956125078e-01,1.653229135056055732e-01,9.282505351803374549e-02
4.569196310819099160e-01,2.372921855724913209e-01,9.827551033743420206e-02,8.498317672520203092e-02,1.014524662743672163e-03,8.468176673202847393e-01,3.058532644507594433e-02
2.719071297360189376e-01,1.588444162149374728e-01,4.091163895159964925e-01,4.401277590012598884e-01,4.105822849751434855e-01,5.872084701280004815e-01,1.623413061931655854e-01
7.390651431905737034e-02,3.015622745721463493e-01,1.102978888881058633e-02,4.011317553558244597e-01,6.112693097707218026e-01,5.878565984156026714e-01,1.527878625086620257e-01
5.267406629969224874e-02,4.821087578496716097e-01,1.468999490339533698e-01,3.975098703266636835e-01,4.007855457390292475e-01,3.622538128648681299e-01,5.416142702166708567e-01
2.308765597912684486e-01,4.661454720026931842e-01,4.532569664740475623e-01,3.304321377348419242e-01,2.490587295010147362e-01,5.834788996840596376e-01,1.109020317572284170e-01
2.227433849710783731e-01,4.207996680707323106e-02,8.268903475910125422e-01,3.208379089098842840e-01,3.295662323014370010e-01,1.892128462474318429e-01,1.323429161454054426e-01
5.549543295427910028e-01,1.739735320805184671e-01,1.415198126304319792e-01,1.534939113618438988e-01,1.304839495503675451e-01,7.697349320018868069e-01,9.302009154380416756e-02
5.564315234179721958e-01,6.675640897007484309e-02,1.795947909561952383e-01,1.008934183129006970e-02,7.438876628826043280e-01,3.057875362356520244e-01,8.183266795707623553e-02
1.093716030246310172e-01,7.452814857876461918e-01,3.028450464601889491e-01,3.671667642445562429e-01,2.392880936642878820e-01,3.196232131453626280e-01,2.159838288202025613e-01
1.592880963474109166e-02,3.308599779273296293e-01,3.084914656897356777e-01,7.071742573390101816e-01,1.973786374029100343e-01,1.310092765842764684e-01,4.887676097380025397e-01
1.345217161012572937e-01,3.926083103864751872e-02,8.449382743651995264e-02,6.834113949529101451e-01,6.715577329336609447e-01,7.727792570570876651e-02,2.218343682854329868e-01
2.286212866504968300e-01,1.909023327488392208e-01,1.667521380330924119e-01,4.420894617519438574e-01,3.550259197629475061e-01,5.471950668670669815e-01,5.124191585054281850e-01
2.621079142073889923e-01,5.489069381702232908e-01,1.345956444714787037e-01,2.594772529095716873e-01,3.135495626497447064e-01,4.336146073154169001e-01,5.081547267664668910e-01
1.156070573099882981e-01,5.304863016816646626e-02,2.068564060091901691e-01,4.343803406568371717e-01,5.811566215261907559e-02,7.181086202001963903e-01,4.829985274179932064e-01
1.998774533896630068e-01,3.429407270687890447e-02,9.180074908119259525e-02,8.101648366748082086e-01,5.382272223503562492e-01,2.565568434300254802e-02,6.108783077965879854e-02
1.176737630107247967e-01,6.350105679329181019e-01,1.091238996784653775e-01,1.946097796311421213e-01,5.176675526459736387e-01,3.328333939571936906e-01,3.929067435254255947e-01
3.129689906922170084e-01,4.997825492584566098e-01,4.507651037469765365e-01,2.353030801510497261e-01,2.344113088537783385e-01,4.910538042092104649e-01,3.124557499716406062e-01
9.608933452834902966e-02,3.707799934942356268e-01,2.896032750962223429e-02,6.057569374215273639e-01,2.659921077569923561e-02,6.739464121556720810e-01,1.749216508587420893e-01
3.590345789155069411e-02,3.777742349938034011e-02,3.290255367438121858e-01,6.126238502612046943e-01,5.344599779169241505e-02,1.086670297074901065e-01,7.064368508376125400e-01
